                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
184,0.42202,0.22918,0.88287,0.9529,0.92626,0.9676,0.77129,0.91049,0.43076,1.4626,0.000991,0.000991,0.000991
185,0.42384,0.23028,0.88957,0.95327,0.92761,0.96831,0.76987,0.90991,0.43397,1.4627,0.0009415,0.0009415,0.0009415
186,0.41468,0.22551,0.88113,0.95591,0.92491,0.96841,0.7715,0.90942,0.43226,1.461,0.000892,0.000892,0.000892
187,0.41398,0.22392,0.88013,0.95439,0.92446,0.96697,0.76866,0.90851,0.43088,1.464,0.0008425,0.0008425,0.0008425
188,0.41171,0.22348,0.88578,0.9574,0.92356,0.96661,0.77181,0.90914,0.43065,1.4635,0.000793,0.000793,0.000793
189,0.40013,0.21991,0.87636,0.95258,0.93027,0.96843,0.76953,0.90598,0.43092,1.4609,0.0007435,0.0007435,0.0007435
190,0.40192,0.21919,0.87533,0.95455,0.92626,0.96811,0.76929,0.90344,0.43283,1.4635,0.000694,0.000694,0.000694
191,0.37409,0.20009,0.8647,0.95062,0.92611,0.96826,0.77325,0.90245,0.43035,1.4662,0.0006445,0.0006445,0.0006445
192,0.34403,0.1898,0.85108,0.95632,0.92548,0.96661,0.77071,0.90379,0.42517,1.4759,0.000595,0.000595,0.000595
193,0.33305,0.18385,0.84971,0.95254,0.9295,0.96698,0.77011,0.90452,0.42363,1.4785,0.0005455,0.0005455,0.0005455
