                  epoch,        train/giou_loss,         train/cls_loss,          train/l1_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),          val/giou_loss,           val/cls_loss,            val/l1_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
160,0.41729,0.44199,0.14227,0.90581,0.90423,0.95111,0.5899,0.39055,0.46795,0.16314,0.00044358,0.00044358,0.00044358
161,0.41116,0.44395,0.14209,0.90409,0.90708,0.94802,0.59009,0.38983,0.46348,0.16324,0.00043373,0.00043373,0.00043373
162,0.40995,0.4461,0.13947,0.89618,0.91598,0.95156,0.58567,0.39259,0.46911,0.16434,0.00042388,0.00042388,0.00042388
163,0.41646,0.4455,0.14213,0.9131,0.90241,0.95425,0.59018,0.3917,0.45562,0.1656,0.00041403,0.00041403,0.00041403
164,0.40588,0.44353,0.13985,0.89813,0.91177,0.95385,0.5877,0.39509,0.46312,0.16551,0.00040418,0.00040418,0.00040418
165,0.41078,0.44049,0.14115,0.90463,0.90647,0.94996,0.59102,0.38928,0.46633,0.16386,0.00039433,0.00039433,0.00039433
166,0.40621,0.44914,0.13966,0.89927,0.91925,0.9504,0.58251,0.39332,0.46876,0.16471,0.00038448,0.00038448,0.00038448
167,0.41344,0.44892,0.14411,0.90094,0.91191,0.95432,0.59313,0.38914,0.45569,0.16221,0.00037463,0.00037463,0.00037463
168,0.41867,0.44361,0.14458,0.89751,0.91727,0.9531,0.58992,0.38824,0.46567,0.16316,0.00036478,0.00036478,0.00036478
169,0.40852,0.44393,0.13899,0.90979,0.91148,0.9549,0.59403,0.38978,0.46427,0.16397,0.00035493,0.00035493,0.00035493
170,0.40411,0.43892,0.13655,0.90735,0.91597,0.95141,0.58875,0.39068,0.46436,0.16485,0.00034507,0.00034507,0.00034507
171,0.41001,0.44589,0.13898,0.89643,0.91846,0.95248,0.58581,0.39358,0.46632,0.16639,0.00033522,0.00033522,0.00033522
172,0.40674,0.44198,0.1375,0.91716,0.90692,0.95631,0.5964,0.3868,0.45837,0.16197,0.00032537,0.00032537,0.00032537
173,0.40105,0.44166,0.1364,0.91358,0.91412,0.95587,0.59439,0.38723,0.45798,0.16119,0.00031552,0.00031552,0.00031552
174,0.40509,0.44512,0.14009,0.90851,0.91682,0.95379,0.59211,0.38986,0.45801,0.16371,0.00030567,0.00030567,0.00030567
175,0.39761,0.4391,0.13849,0.91093,0.90378,0.95301,0.59557,0.39018,0.46793,0.16361,0.00029582,0.00029582,0.00029582
176,0.40263,0.43343,0.13506,0.91893,0.90917,0.95555,0.59848,0.38728,0.46148,0.16254,0.00028597,0.00028597,0.00028597
177,0.39978,0.4339,0.13451,0.9121,0.91727,0.9558,0.59717,0.38662,0.46058,0.16176,0.00027612,0.00027612,0.00027612
178,0.40141,0.43754,0.13848,0.91062,0.91157,0.95534,0.59386,0.38857,0.46041,0.16313,0.00026627,0.00026627,0.00026627
179,0.39956,0.43211,0.13428,0.90596,0.91457,0.95729,0.59777,0.38597,0.46051,0.16175,0.00025642,0.00025642,0.00025642
180,0.39685,0.43134,0.1342,0.9129,0.90468,0.95479,0.59728,0.38406,0.46535,0.1609,0.00024657,0.00024657,0.00024657
181,0.39098,0.42901,0.13014,0.91138,0.91553,0.95532,0.60208,0.38451,0.4599,0.15991,0.00023672,0.00023672,0.00023672
182,0.3963,0.42981,0.13625,0.91095,0.91187,0.95579,0.59912,0.38394,0.46599,0.16046,0.00022687,0.00022687,0.00022687
183,0.39615,0.43163,0.13303,0.90476,0.92086,0.9577,0.60242,0.38369,0.46116,0.15971,0.00021701,0.00021701,0.00021701
184,0.39906,0.43027,0.13728,0.90815,0.91139,0.95241,0.59915,0.38539,0.46102,0.16066,0.00020716,0.00020716,0.00020716
185,0.3913,0.42923,0.13169,0.90707,0.91285,0.95341,0.59936,0.38361,0.46487,0.15975,0.00019731,0.00019731,0.00019731
186,0.3917,0.42919,0.13343,0.9091,0.90063,0.95174,0.59693,0.38518,0.47131,0.16013,0.00018746,0.00018746,0.00018746
187,0.38793,0.42438,0.13166,0.90864,0.91226,0.95219,0.59953,0.38374,0.46412,0.15941,0.00017761,0.00017761,0.00017761
188,0.38674,0.42811,0.12959,0.91705,0.90964,0.95477,0.60195,0.38441,0.46475,0.15986,0.00016776,0.00016776,0.00016776
189,0.39206,0.42835,0.1324,0.91933,0.91214,0.95598,0.60357,0.38166,0.46305,0.15771,0.00015791,0.00015791,0.00015791
190,0.38126,0.42488,0.13131,0.91312,0.91232,0.95678,0.60397,0.38112,0.45964,0.15939,0.00014806,0.00014806,0.00014806
191,0.3801,0.42131,0.12919,0.92413,0.91187,0.95944,0.60736,0.37875,0.45951,0.15694,0.00013821,0.00013821,0.00013821
192,0.35353,0.40088,0.14366,0.91707,0.91495,0.95641,0.60459,0.38129,0.45912,0.159,0.00012836,0.00012836,0.00012836
193,0.34852,0.39972,0.14007,0.9148,0.91727,0.95785,0.60705,0.37926,0.45653,0.15774,0.00011851,0.00011851,0.00011851
