                  epoch,        train/giou_loss,         train/cls_loss,          train/l1_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),          val/giou_loss,           val/cls_loss,            val/l1_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    158,                0.39905,                0.44218,                0.13357,                0.91183,                0.91137,                0.95863,                 0.6086,                0.37686,                0.45894,                0.15242,             0.00046328,             0.00046328,             0.00046328
                    159,                 0.3964,                0.43815,                0.13362,                0.91637,                0.91149,                0.96018,                0.61024,                 0.3767,                0.46105,                0.15285,             0.00045343,             0.00045343,             0.00045343
                    160,                0.39557,                0.43637,                0.13136,                0.90553,                0.91232,                0.95748,                0.60639,                0.37954,                0.46789,                0.15366,             0.00044358,             0.00044358,             0.00044358
                    161,                0.39078,                0.44041,                0.13201,                0.91753,                0.90917,                0.96304,                0.61211,                0.37665,                0.45747,                0.15262,             0.00043373,             0.00043373,             0.00043373
                    162,                0.39295,                0.43622,                0.13053,                0.92017,                0.89613,                 0.9566,                0.60697,                0.37973,                0.46459,                0.15406,             0.00042388,             0.00042388,             0.00042388
                    163,                0.39068,                0.44007,                0.13009,                0.90055,                0.91613,                0.95909,                0.61288,                0.37435,                0.46207,                0.15116,             0.00041403,             0.00041403,             0.00041403
                    164,                0.38714,                0.43185,                0.13061,                0.90675,                0.91818,                0.95938,                0.61458,                0.37568,                0.45511,                0.15265,             0.00040418,             0.00040418,             0.00040418
                    165,                0.39533,                 0.4332,                0.13302,                0.91514,                0.91165,                0.96088,                0.61312,                0.37537,                0.46053,                0.15382,             0.00039433,             0.00039433,             0.00039433
                    166,                0.39271,                0.43991,                0.13312,                0.92409,                 0.9087,                0.96188,                0.61636,                0.37166,                0.45997,                0.15105,             0.00038448,             0.00038448,             0.00038448
                    167,                0.39337,                0.43554,                0.13321,                0.92315,                0.90513,                 0.9612,                0.61665,                0.37223,                0.45617,                 0.1505,             0.00037463,             0.00037463,             0.00037463
                    168,                0.39521,                0.43306,                0.13321,                0.91566,                0.92041,                0.95912,                0.61444,                0.37389,                0.45782,                0.15125,             0.00036478,             0.00036478,             0.00036478
                    169,                0.39167,                0.43357,                0.13154,                0.92747,                0.90271,                0.96194,                0.61273,                0.37408,                0.46617,                0.15169,             0.00035493,             0.00035493,             0.00035493
                    170,                0.38435,                0.43216,                0.12663,                0.92267,                0.90673,                0.96364,                 0.6153,                0.37423,                 0.4585,                 0.1521,             0.00034507,             0.00034507,             0.00034507
                    171,                0.38938,                0.42956,                0.12839,                0.92748,                0.91412,                0.96122,                0.61538,                0.37138,                0.45994,                0.15112,             0.00033522,             0.00033522,             0.00033522
                    172,                0.38676,                0.43082,                0.12946,                0.92031,                0.91637,                0.96056,                 0.6138,                0.37367,                0.45745,                0.15155,             0.00032537,             0.00032537,             0.00032537
                    173,                0.38307,                0.43062,                0.12779,                0.91305,                0.92041,                0.96487,                0.61837,                0.36981,                0.45226,                0.15032,             0.00031552,             0.00031552,             0.00031552
                    174,                0.38591,                  0.433,                0.13068,                0.91758,                0.91862,                0.96227,                0.61816,                0.36951,                0.45442,                0.14957,             0.00030567,             0.00030567,             0.00030567
                    175,                0.37777,                0.42612,                0.12825,                0.91801,                0.91632,                0.96265,                0.62134,                0.36849,                0.45611,                0.14925,             0.00029582,             0.00029582,             0.00029582
                    176,                0.38362,                0.42739,                0.12565,                0.92606,                0.90737,                0.96403,                0.62003,                0.37005,                0.45524,                0.14968,             0.00028597,             0.00028597,             0.00028597
                    177,                0.38234,                0.42655,                0.12548,                 0.9277,                0.90872,                0.96475,                0.61978,                0.36924,                0.45823,                0.14945,             0.00027612,             0.00027612,             0.00027612
                    178,                0.38071,                0.42899,                 0.1288,                0.92215,                0.91073,                0.96211,                0.61894,                0.36874,                 0.4597,                0.14841,             0.00026627,             0.00026627,             0.00026627
                    179,                0.37397,                0.42772,                0.12398,                0.92664,                0.91142,                0.96345,                0.62202,                0.36892,                0.45108,                0.14972,             0.00025642,             0.00025642,             0.00025642
                    180,                0.38037,                0.42492,                0.12623,                 0.9329,                0.90639,                0.96359,                 0.6225,                0.36832,                0.45564,                 0.1489,             0.00024657,             0.00024657,             0.00024657
                    181,                0.37622,                0.42666,                0.12265,                0.91955,                0.91502,                0.96336,                0.62178,                0.36825,                0.45142,                0.15002,             0.00023672,             0.00023672,             0.00023672
                    182,                0.37811,                0.42569,                0.12715,                0.91391,                0.92604,                0.96298,                0.62096,                0.36965,                0.45707,                0.15031,             0.00022687,             0.00022687,             0.00022687
                    183,                0.37937,                0.42463,                0.12473,                0.91953,                0.91967,                0.96457,                 0.6237,                0.36658,                 0.4567,                0.14873,             0.00021701,             0.00021701,             0.00021701
                    184,                0.38008,                0.42174,                0.12901,                0.91994,                0.92486,                0.96529,                0.62398,                0.36669,                0.45264,                0.14868,             0.00020716,             0.00020716,             0.00020716
                    185,                0.37609,                0.42174,                0.12432,                 0.9205,                0.92144,                0.96287,                0.62279,                0.36614,                0.44923,                0.14873,             0.00019731,             0.00019731,             0.00019731
                    186,                0.37167,                0.42314,                0.12344,                0.91601,                0.92681,                0.96403,                0.62335,                  0.366,                 0.4556,                0.14753,             0.00018746,             0.00018746,             0.00018746
                    187,                0.37022,                0.41624,                 0.1228,                0.92527,                0.92221,                0.96439,                0.62564,                0.36424,                0.44984,                0.14719,             0.00017761,             0.00017761,             0.00017761
                    188,                0.37087,                0.42275,                0.12227,                 0.9242,                0.92099,                0.96361,                0.62658,                0.36263,                0.45253,                0.14629,             0.00016776,             0.00016776,             0.00016776
                    189,                0.37332,                0.42075,                0.12332,                0.91607,                0.92758,                0.96339,                0.62655,                0.36338,                0.45125,                0.14689,             0.00015791,             0.00015791,             0.00015791
                    190,                0.36441,                0.41506,                0.12315,                 0.9246,                0.92083,                0.96311,                0.62759,                0.36349,                0.45709,                0.14723,             0.00014806,             0.00014806,             0.00014806
                    191,                0.36486,                 0.4162,                0.12149,                0.92805,                0.91634,                0.96504,                0.62642,                0.36285,                0.45565,                0.14633,             0.00013821,             0.00013821,             0.00013821
                    192,                 0.3293,                0.38992,                0.12982,                0.92707,                0.92221,                0.96525,                0.62765,                 0.3636,                0.45309,                  0.147,             0.00012836,             0.00012836,             0.00012836
                    193,                0.32847,                0.38868,                0.12858,                0.92676,                0.92401,                0.96714,                 0.6303,                0.36289,                0.44575,                0.14664,             0.00011851,             0.00011851,             0.00011851
                    194,                0.32222,                0.38611,                0.12502,                0.92455,                 0.9256,                0.96729,                0.63225,                0.36281,                0.44299,                0.14608,             0.00010866,             0.00010866,             0.00010866
                    195,                0.32332,                0.38123,                 0.1256,                0.93077,                0.92266,                0.96631,                0.63086,                0.36135,                0.44356,                0.14546,             9.8806e-05,             9.8806e-05,             9.8806e-05
                    196,                0.32092,                0.38123,                0.12461,                0.93033,                0.92311,                0.96686,                0.63299,                0.35991,                0.44612,                0.14498,             8.8955e-05,             8.8955e-05,             8.8955e-05
                    197,                0.32172,                0.37926,                0.12614,                0.92751,                0.92671,                0.96676,                0.63273,                0.36055,                0.44398,                0.14519,             7.9104e-05,             7.9104e-05,             7.9104e-05
                    198,                 0.3213,                0.37844,                0.12362,                0.92574,                0.92716,                0.96684,                 0.6331,                0.36036,                0.44442,                0.14557,             6.9254e-05,             6.9254e-05,             6.9254e-05
                    199,                0.31896,                0.37707,                0.12253,                0.92838,                0.92094,                0.96689,                0.63371,                0.35917,                0.44686,                0.14515,             5.9403e-05,             5.9403e-05,             5.9403e-05
                    200,                0.31823,                0.38043,                0.12306,                0.92501,                0.92761,                0.96926,                0.63372,                0.35989,                0.44473,                0.14516,             4.9552e-05,             4.9552e-05,             4.9552e-05
                    201,                0.31503,                0.37817,                0.12314,                0.92645,                0.92884,                0.96814,                0.63457,                0.36021,                 0.4451,                0.14562,             3.9701e-05,             3.9701e-05,             3.9701e-05
