               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  77,            0.026211,            0.033951,                   0,             0.93457,             0.92485,             0.96638,             0.61246,             0.02854,            0.032577,                   0,           0.0062567,           0.0062567,           0.0062567
                  78,            0.026203,            0.034437,                   0,              0.9426,             0.92356,             0.96948,              0.6417,            0.027083,            0.032052,                   0,           0.0062075,           0.0062075,           0.0062075
                  79,            0.025731,            0.033536,                   0,             0.94288,             0.92941,             0.96701,             0.63212,             0.02721,            0.031949,                   0,           0.0061582,           0.0061582,           0.0061582
                  80,            0.026196,            0.033831,                   0,             0.94541,             0.91862,             0.96713,             0.63813,            0.027283,            0.032385,                   0,            0.006109,            0.006109,            0.006109
                  81,            0.025915,            0.033864,                   0,               0.928,             0.92221,             0.96105,             0.62542,            0.027833,            0.033174,                   0,           0.0060597,           0.0060597,           0.0060597
                  82,            0.025497,            0.034066,                   0,             0.94141,              0.9248,             0.96831,             0.64692,              0.0268,            0.031693,                   0,           0.0060104,           0.0060104,           0.0060104
                  83,            0.025932,            0.034481,                   0,             0.94371,             0.91906,              0.9693,             0.63598,            0.027198,            0.031824,                   0,           0.0059612,           0.0059612,           0.0059612
                  84,            0.025252,            0.033496,                   0,             0.94734,             0.92219,             0.96519,             0.63951,            0.027147,            0.032593,                   0,           0.0059119,           0.0059119,           0.0059119
                  85,            0.025434,            0.032677,                   0,             0.93806,             0.93255,             0.96818,             0.63914,            0.026927,            0.032275,                   0,           0.0058627,           0.0058627,           0.0058627
                  86,            0.025438,            0.033514,                   0,             0.93375,             0.92176,             0.96623,             0.63176,            0.027161,            0.032595,                   0,           0.0058134,           0.0058134,           0.0058134
                  87,            0.025231,            0.033029,                   0,             0.94223,             0.91663,             0.96994,              0.6442,             0.02683,             0.03196,                   0,           0.0057642,           0.0057642,           0.0057642
                  88,            0.024425,             0.03279,                   0,             0.94468,             0.92914,             0.96853,             0.64679,            0.026736,            0.031921,                   0,           0.0057149,           0.0057149,           0.0057149
                  89,             0.02486,            0.032366,                   0,             0.93261,             0.93957,             0.96913,             0.64714,            0.026651,            0.031712,                   0,           0.0056657,           0.0056657,           0.0056657
                  90,             0.02476,            0.032822,                   0,             0.94524,             0.91682,             0.96717,             0.64506,            0.027018,            0.032854,                   0,           0.0056164,           0.0056164,           0.0056164
                  91,            0.024596,            0.031971,                   0,             0.94064,             0.93347,             0.96753,             0.64763,            0.026575,            0.031586,                   0,           0.0055672,           0.0055672,           0.0055672
