                  epoch,           train/box_om,           train/cls_om,           train/dfl_om,           train/box_oo,           train/cls_oo,           train/dfl_oo,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),             val/box_om,             val/cls_om,             val/dfl_om,             val/box_oo,             val/cls_oo,             val/dfl_oo,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     52,                 1.2733,                0.64197,                 1.3241,                 1.3415,                0.64504,                  1.335,                0.87286,                 0.8723,                0.94031,                0.57378,                 1.3014,                0.64438,                 1.4054,                  1.343,                0.58745,                 1.4191,              0.0015075,              0.0015075,              0.0015075
                     53,                 1.2619,                0.63727,                 1.3146,                 1.3253,                0.64155,                 1.3286,                0.88561,                0.87635,                0.94127,                0.58284,                 1.2933,                0.61546,                  1.405,                 1.3315,                0.56007,                 1.4227,              0.0014976,              0.0014976,              0.0014976
                     54,                 1.2689,                0.63106,                 1.3174,                  1.333,                0.62783,                 1.3309,                0.88134,                0.87501,                0.94376,                0.58865,                 1.2709,                0.61117,                 1.3965,                 1.3068,                0.55077,                 1.4002,              0.0014878,              0.0014878,              0.0014878
                     55,                 1.2735,                0.63994,                 1.3191,                  1.342,                0.64497,                 1.3335,                0.89287,                0.86286,                0.94568,                0.59105,                 1.2677,                0.61155,                 1.3846,                  1.315,                0.56736,                 1.4113,              0.0014779,              0.0014779,              0.0014779
                     56,                 1.2542,                0.63066,                 1.3005,                 1.3168,                0.63658,                  1.318,                0.89172,                0.87455,                0.94589,                0.59811,                  1.259,                0.60153,                 1.3748,                  1.291,                 0.5518,                 1.3875,              0.0014681,              0.0014681,              0.0014681
                     57,                 1.2272,                0.62312,                  1.292,                 1.2963,                0.61538,                 1.3129,                 0.8872,                0.85881,                 0.9448,                0.59252,                 1.2506,                0.60917,                 1.3823,                 1.2833,                0.56676,                 1.3917,              0.0014582,              0.0014582,              0.0014582
                     58,                  1.229,                0.61972,                 1.2987,                  1.296,                0.61599,                 1.3182,                0.89534,                 0.8693,                0.94493,                  0.597,                 1.2683,                0.60528,                 1.3933,                 1.2899,                0.56821,                 1.3979,              0.0014484,              0.0014484,              0.0014484
                     59,                 1.2269,                0.61666,                 1.2874,                 1.2914,                0.60841,                 1.2997,                0.88809,                 0.8714,                0.94168,                0.60138,                 1.2311,                0.61359,                 1.3748,                 1.2622,                 0.5815,                 1.3816,              0.0014385,              0.0014385,              0.0014385
                     60,                 1.2147,                 0.6091,                 1.2845,                 1.2791,                0.60044,                  1.297,                0.88888,                 0.8812,                0.94524,                0.60276,                 1.2266,                0.58664,                 1.3635,                 1.2597,                0.55163,                 1.3761,              0.0014287,              0.0014287,              0.0014287
                     61,                 1.2141,                0.61307,                 1.2866,                 1.2777,                0.60664,                 1.3001,                0.89041,                0.88776,                0.95072,                0.61029,                 1.2229,                0.58507,                 1.3627,                 1.2627,                 0.5284,                 1.3809,              0.0014188,              0.0014188,              0.0014188
                     62,                 1.2077,                 0.6071,                 1.2786,                 1.2763,                0.60416,                 1.2932,                0.89674,                0.88534,                0.95028,                0.60284,                 1.2453,                0.58188,                 1.3733,                 1.2758,                0.53486,                 1.3773,               0.001409,               0.001409,               0.001409
                     63,                 1.1927,                0.60345,                 1.2617,                 1.2571,                0.60105,                 1.2745,                0.89472,                0.88759,                0.95082,                0.60809,                 1.2262,                0.57578,                 1.3553,                 1.2529,                0.53328,                  1.365,              0.0013991,              0.0013991,              0.0013991
                     64,                 1.1898,                0.58631,                 1.2579,                  1.257,                0.57959,                 1.2766,                0.90674,                0.87872,                0.94756,                0.61068,                 1.2273,                 0.5758,                 1.3497,                 1.2565,                0.53588,                 1.3628,              0.0013893,              0.0013893,              0.0013893
                     65,                 1.1842,                0.58389,                 1.2485,                 1.2481,                0.56857,                 1.2668,                 0.9002,                 0.8963,                0.95392,                 0.6188,                 1.2182,                0.56097,                  1.354,                 1.2459,                0.51468,                 1.3621,              0.0013794,              0.0013794,              0.0013794
