               epoch,      train/box_loss,      train/cls_loss,      train/dfl_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/cls_loss,        val/dfl_loss,               x/lr0,               x/lr1,               x/lr2
                  59,              1.7427,             0.88535,              1.7506,             0.89133,             0.88894,              0.9431,             0.58716,                   0,                   0,                   0,           0.0071433,           0.0071433,           0.0071433
                  60,              1.7456,             0.87822,              1.7328,             0.89324,             0.89344,             0.94952,             0.59336,                   0,                   0,                   0,            0.007094,            0.007094,            0.007094
                  61,              1.7342,             0.87396,              1.7422,             0.88914,             0.87185,             0.94121,             0.57242,                   0,                   0,                   0,           0.0070448,           0.0070448,           0.0070448
                  62,              1.7231,              0.8595,              1.7202,              0.9077,             0.88881,             0.95005,             0.60057,                   0,                   0,                   0,           0.0069955,           0.0069955,           0.0069955
                  63,              1.7182,             0.85981,              1.7363,             0.89312,             0.90063,             0.95273,             0.61248,                   0,                   0,                   0,           0.0069463,           0.0069463,           0.0069463
                  64,              1.7102,             0.85386,              1.7252,             0.89916,             0.90153,             0.95315,             0.59306,                   0,                   0,                   0,            0.006897,            0.006897,            0.006897
                  65,              1.7115,             0.85388,               1.699,             0.89234,             0.90935,             0.94925,             0.59871,                   0,                   0,                   0,           0.0068478,           0.0068478,           0.0068478
                  66,              1.7083,             0.85186,              1.7219,             0.87652,             0.90603,             0.94279,             0.57861,                   0,                   0,                   0,           0.0067985,           0.0067985,           0.0067985
                  67,              1.6837,             0.84045,              1.7045,             0.88751,             0.90558,             0.94866,             0.58436,                   0,                   0,                   0,           0.0067493,           0.0067493,           0.0067493
                  68,              1.7137,             0.86587,              1.7344,             0.91042,              0.8957,             0.95727,             0.60875,                   0,                   0,                   0,              0.0067,              0.0067,              0.0067
                  69,               1.684,             0.83799,              1.7197,             0.90032,             0.90647,              0.9555,             0.61691,                   0,                   0,                   0,           0.0066507,           0.0066507,           0.0066507
                  70,              1.6695,             0.82596,              1.6815,             0.89618,             0.90439,             0.95456,             0.61546,                   0,                   0,                   0,           0.0066015,           0.0066015,           0.0066015
                  71,              1.6662,             0.82255,              1.6911,             0.88562,             0.87455,             0.93117,             0.55892,                   0,                   0,                   0,           0.0065522,           0.0065522,           0.0065522
                  72,              1.6718,             0.82184,               1.688,             0.90125,             0.90423,             0.95309,             0.61125,                   0,                   0,                   0,            0.006503,            0.006503,            0.006503
                  73,              1.6441,              0.8169,              1.6839,             0.92032,             0.90365,             0.96023,             0.62232,                   0,                   0,                   0,           0.0064537,           0.0064537,           0.0064537
                  74,              1.6678,             0.81712,              1.6753,             0.91149,             0.89703,             0.95982,             0.62495,                   0,                   0,                   0,           0.0064045,           0.0064045,           0.0064045
                  75,              1.6506,             0.80748,              1.6915,             0.88758,             0.89074,             0.93722,             0.57994,                   0,                   0,                   0,           0.0063552,           0.0063552,           0.0063552
                  76,              1.6312,             0.80757,              1.6726,              0.9074,             0.90763,             0.96092,             0.62582,                   0,                   0,                   0,            0.006306,            0.006306,            0.006306
                  77,              1.6226,             0.80047,              1.6728,             0.90705,             0.90833,             0.95885,             0.62159,                   0,                   0,                   0,           0.0062567,           0.0062567,           0.0062567
                  78,              1.6149,              0.7848,              1.6403,             0.90843,             0.91895,             0.96507,             0.63605,                   0,                   0,                   0,           0.0062075,           0.0062075,           0.0062075
                  79,              1.6216,             0.79189,              1.6711,              0.9107,             0.90782,             0.96226,             0.63277,                   0,                   0,                   0,           0.0061582,           0.0061582,           0.0061582
                  80,               1.596,             0.78151,              1.6454,             0.90709,             0.90873,             0.95863,             0.63394,                   0,                   0,                   0,            0.006109,            0.006109,            0.006109
                  81,              1.6367,              0.8019,              1.6761,             0.90878,             0.90917,             0.96027,             0.62819,                   0,                   0,                   0,           0.0060597,           0.0060597,           0.0060597
                  82,              1.6235,             0.78423,              1.6497,             0.93418,             0.89979,             0.96688,             0.63577,                   0,                   0,                   0,           0.0060104,           0.0060104,           0.0060104
                  83,              1.5965,             0.78596,              1.6494,              0.9124,             0.89344,             0.96015,             0.62937,                   0,                   0,                   0,           0.0059612,           0.0059612,           0.0059612
                  84,              1.5719,             0.76073,              1.6541,             0.92118,             0.91367,             0.96374,             0.63507,                   0,                   0,                   0,           0.0059119,           0.0059119,           0.0059119
                  85,              1.5591,              0.7576,              1.6182,             0.91534,             0.92131,             0.96672,             0.63901,                   0,                   0,                   0,           0.0058627,           0.0058627,           0.0058627
                  86,              1.5901,             0.77307,              1.6472,              0.9242,             0.92098,             0.96537,             0.64211,                   0,                   0,                   0,           0.0058134,           0.0058134,           0.0058134
                  87,              1.5624,             0.76293,              1.6267,             0.91556,             0.92139,             0.96449,             0.63908,                   0,                   0,                   0,           0.0057642,           0.0057642,           0.0057642
                  88,              1.5532,             0.75525,              1.6381,             0.92038,             0.91592,             0.96439,             0.64763,                   0,                   0,                   0,           0.0057149,           0.0057149,           0.0057149
                  89,              1.5474,             0.75736,              1.6268,             0.91571,             0.91727,             0.96321,             0.64794,                   0,                   0,                   0,           0.0056657,           0.0056657,           0.0056657
                  90,              1.5754,              0.7583,              1.6334,             0.91773,             0.90791,             0.96666,             0.65457,                   0,                   0,                   0,           0.0056164,           0.0056164,           0.0056164
                  91,               1.535,              0.7453,              1.6064,             0.92056,             0.91906,             0.96653,             0.65013,                   0,                   0,                   0,           0.0055672,           0.0055672,           0.0055672
                  92,              1.5435,             0.74027,               1.606,             0.91604,             0.92232,             0.96812,              0.6441,                   0,                   0,                   0,           0.0055179,           0.0055179,           0.0055179
                  93,              1.5363,             0.73941,              1.6174,             0.93226,             0.90959,             0.96623,             0.65465,                   0,                   0,                   0,           0.0054687,           0.0054687,           0.0054687
                  94,              1.5243,             0.73127,              1.6079,             0.92549,             0.92148,             0.96953,             0.64879,                   0,                   0,                   0,           0.0054194,           0.0054194,           0.0054194
                  95,              1.5285,             0.73304,              1.6017,             0.91849,             0.91951,             0.96475,             0.65411,                   0,                   0,                   0,           0.0053701,           0.0053701,           0.0053701
                  96,              1.5236,             0.73174,              1.5915,             0.91095,             0.93031,             0.96531,             0.65053,                   0,                   0,                   0,           0.0053209,           0.0053209,           0.0053209
                  97,               1.516,             0.73456,              1.5977,             0.92599,             0.91187,             0.96581,             0.65735,                   0,                   0,                   0,           0.0052716,           0.0052716,           0.0052716
                  98,              1.5058,             0.72027,              1.5934,             0.93397,             0.91589,             0.97084,             0.66486,                   0,                   0,                   0,           0.0052224,           0.0052224,           0.0052224
                  99,              1.5093,             0.73085,              1.5973,             0.92855,             0.91682,             0.97194,             0.66074,                   0,                   0,                   0,           0.0051731,           0.0051731,           0.0051731
                 100,              1.5038,             0.72318,              1.5905,             0.91311,             0.92611,             0.96595,             0.65467,                   0,                   0,                   0,           0.0051239,           0.0051239,           0.0051239
                 101,              1.4583,             0.69912,              1.5769,             0.92009,             0.92675,             0.96797,             0.66938,                   0,                   0,                   0,           0.0050746,           0.0050746,           0.0050746
                 102,              1.4837,             0.71156,              1.5749,             0.89783,              0.9429,             0.96601,             0.65583,                   0,                   0,                   0,           0.0050254,           0.0050254,           0.0050254
                 103,              1.4748,             0.71077,              1.5776,             0.92502,             0.92636,             0.96698,             0.66389,                   0,                   0,                   0,           0.0049761,           0.0049761,           0.0049761
                 104,              1.4451,             0.69309,               1.569,             0.91254,             0.94335,             0.96937,             0.66207,                   0,                   0,                   0,           0.0049269,           0.0049269,           0.0049269
                 105,              1.4534,             0.70384,              1.5659,             0.90851,             0.94217,             0.96886,             0.67192,                   0,                   0,                   0,           0.0048776,           0.0048776,           0.0048776
                 106,              1.4456,             0.69279,              1.5618,             0.93871,               0.916,             0.96798,             0.66731,                   0,                   0,                   0,           0.0048284,           0.0048284,           0.0048284
                 107,              1.4578,             0.70066,              1.5583,              0.9166,              0.9357,             0.97007,             0.66934,                   0,                   0,                   0,           0.0047791,           0.0047791,           0.0047791
                 108,              1.4454,             0.68998,              1.5667,             0.93125,             0.92581,             0.97081,              0.6677,                   0,                   0,                   0,           0.0047299,           0.0047299,           0.0047299
                 109,              1.4365,             0.68143,              1.5432,             0.93047,             0.92663,             0.96814,             0.66934,                   0,                   0,                   0,           0.0046806,           0.0046806,           0.0046806
                 110,              1.4377,             0.68803,              1.5568,             0.93267,             0.91772,             0.96804,             0.67204,                   0,                   0,                   0,           0.0046313,           0.0046313,           0.0046313
                 111,              1.4134,             0.67669,              1.5312,             0.92157,             0.92987,              0.9669,             0.66424,                   0,                   0,                   0,           0.0045821,           0.0045821,           0.0045821
                 112,              1.4226,             0.68366,               1.544,             0.92436,             0.92317,             0.96594,             0.65219,                   0,                   0,                   0,           0.0045328,           0.0045328,           0.0045328
                 113,              1.4167,             0.68131,              1.5464,             0.93114,             0.92414,              0.9702,             0.66156,                   0,                   0,                   0,           0.0044836,           0.0044836,           0.0044836
                 114,              1.4032,             0.67546,              1.5297,              0.9157,             0.94379,             0.97341,             0.67333,                   0,                   0,                   0,           0.0044343,           0.0044343,           0.0044343
                 115,              1.3959,             0.66983,              1.5469,             0.93519,             0.92626,             0.97561,             0.68254,                   0,                   0,                   0,           0.0043851,           0.0043851,           0.0043851
                 116,              1.4069,             0.67106,              1.5358,             0.93709,             0.93095,             0.97432,             0.67673,                   0,                   0,                   0,           0.0043358,           0.0043358,           0.0043358
                 117,                 1.4,             0.66842,               1.526,             0.93299,             0.92653,             0.97398,             0.67911,                   0,                   0,                   0,           0.0042866,           0.0042866,           0.0042866
                 118,              1.4068,             0.66846,              1.5209,             0.93737,             0.92198,             0.97132,             0.67673,                   0,                   0,                   0,           0.0042373,           0.0042373,           0.0042373
                 119,              1.3792,              0.6703,              1.5124,             0.93653,             0.92941,             0.97246,              0.6822,                   0,                   0,                   0,           0.0041881,           0.0041881,           0.0041881
                 120,              1.3822,             0.65947,              1.5142,             0.94339,             0.91817,             0.97288,             0.68457,                   0,                   0,                   0,           0.0041388,           0.0041388,           0.0041388
                 121,              1.3901,             0.66689,              1.5231,             0.94055,             0.92716,             0.97553,             0.68224,                   0,                   0,                   0,           0.0040896,           0.0040896,           0.0040896
                 122,              1.3424,                0.64,              1.4918,             0.93373,             0.93761,             0.97294,             0.68488,                   0,                   0,                   0,           0.0040403,           0.0040403,           0.0040403
                 123,              1.3816,             0.65726,              1.5065,             0.93906,             0.92847,             0.97343,             0.68882,                   0,                   0,                   0,            0.003991,            0.003991,            0.003991
                 124,              1.3422,             0.64029,              1.4982,               0.949,             0.92032,             0.97224,             0.68913,                   0,                   0,                   0,           0.0039418,           0.0039418,           0.0039418
                 125,              1.3716,             0.65047,              1.4985,             0.93646,             0.92221,             0.97365,             0.68723,                   0,                   0,                   0,           0.0038925,           0.0038925,           0.0038925
                 126,              1.3514,              0.6454,              1.4871,             0.92498,             0.94243,             0.97411,             0.69014,                   0,                   0,                   0,           0.0038433,           0.0038433,           0.0038433
                 127,              1.3482,              0.6368,              1.4809,             0.93861,             0.92815,             0.97295,              0.6944,                   0,                   0,                   0,            0.003794,            0.003794,            0.003794
                 128,              1.3335,             0.63725,              1.4817,              0.9218,              0.9357,             0.97433,             0.69258,                   0,                   0,                   0,           0.0037448,           0.0037448,           0.0037448
                 129,              1.3515,             0.64704,              1.5049,             0.93322,             0.93626,             0.97538,             0.68835,                   0,                   0,                   0,           0.0036955,           0.0036955,           0.0036955
                 130,              1.3503,             0.63705,              1.4889,             0.93184,             0.93345,             0.97269,             0.69552,                   0,                   0,                   0,           0.0036463,           0.0036463,           0.0036463
                 131,              1.3135,             0.62896,              1.4833,             0.94632,             0.91817,              0.9732,             0.69781,                   0,                   0,                   0,            0.003597,            0.003597,            0.003597
                 132,              1.2979,             0.61943,              1.4666,             0.93386,              0.9348,             0.97369,             0.69438,                   0,                   0,                   0,           0.0035478,           0.0035478,           0.0035478
                 133,              1.3188,             0.61947,              1.4667,             0.92727,              0.9429,             0.97172,              0.6996,                   0,                   0,                   0,           0.0034985,           0.0034985,           0.0034985
                 134,              1.3159,             0.63118,              1.4988,             0.93697,              0.9357,             0.97427,             0.69888,                   0,                   0,                   0,           0.0034493,           0.0034493,           0.0034493
                 135,              1.2969,             0.61822,              1.4636,             0.94603,             0.92086,             0.97592,             0.70323,                   0,                   0,                   0,              0.0034,              0.0034,              0.0034
                 136,              1.2995,             0.62146,              1.4781,             0.92696,             0.94649,             0.97568,             0.70572,                   0,                   0,                   0,           0.0033507,           0.0033507,           0.0033507
                 137,               1.287,             0.60914,              1.4592,             0.94935,             0.92704,             0.97618,             0.69814,                   0,                   0,                   0,           0.0033015,           0.0033015,           0.0033015
                 138,              1.2913,             0.61304,              1.4645,             0.94402,             0.93257,             0.97495,             0.69975,                   0,                   0,                   0,           0.0032522,           0.0032522,           0.0032522
                 139,              1.2707,             0.59902,              1.4397,             0.94005,             0.93777,             0.97703,             0.70416,                   0,                   0,                   0,            0.003203,            0.003203,            0.003203
                 140,              1.2815,             0.61049,              1.4473,             0.93963,             0.93086,              0.9741,             0.69666,                   0,                   0,                   0,           0.0031537,           0.0031537,           0.0031537
                 141,              1.2682,             0.60553,              1.4537,             0.94474,             0.93031,             0.97581,             0.70527,                   0,                   0,                   0,           0.0031045,           0.0031045,           0.0031045
                 142,              1.2828,             0.61083,              1.4542,             0.95241,             0.93587,             0.97793,             0.70601,                   0,                   0,                   0,           0.0030552,           0.0030552,           0.0030552
                 143,              1.2497,             0.59515,              1.4399,              0.9286,             0.94874,             0.97552,             0.71361,                   0,                   0,                   0,            0.003006,            0.003006,            0.003006
                 144,              1.2553,             0.59584,              1.4445,             0.94671,             0.93468,             0.97468,             0.70811,                   0,                   0,                   0,           0.0029567,           0.0029567,           0.0029567
                 145,              1.2564,             0.59544,              1.4453,             0.93174,             0.94524,             0.97666,             0.70585,                   0,                   0,                   0,           0.0029075,           0.0029075,           0.0029075
                 146,              1.2608,             0.60212,              1.4537,             0.94671,             0.92581,             0.97461,             0.70741,                   0,                   0,                   0,           0.0028582,           0.0028582,           0.0028582
                 147,              1.2511,             0.59769,              1.4554,             0.93334,             0.94379,             0.97579,             0.71334,                   0,                   0,                   0,            0.002809,            0.002809,            0.002809
                 148,              1.2472,             0.59157,              1.4402,             0.94216,             0.93746,             0.97688,             0.71007,                   0,                   0,                   0,           0.0027597,           0.0027597,           0.0027597
                 149,              1.2519,              0.5934,               1.436,              0.9457,             0.93435,              0.9744,             0.72012,                   0,                   0,                   0,           0.0027104,           0.0027104,           0.0027104
                 150,              1.2419,             0.59109,              1.4392,             0.94746,              0.9324,             0.97474,             0.71262,                   0,                   0,                   0,           0.0026612,           0.0026612,           0.0026612
                 151,              1.2328,             0.58525,              1.4201,             0.93318,             0.94424,             0.97524,             0.71468,                   0,                   0,                   0,           0.0026119,           0.0026119,           0.0026119
                 152,               1.223,             0.58069,              1.4167,             0.93323,             0.95099,             0.97549,             0.71194,                   0,                   0,                   0,           0.0025627,           0.0025627,           0.0025627
                 153,               1.223,             0.58161,              1.4313,             0.93878,             0.94459,             0.97685,             0.71145,                   0,                   0,                   0,           0.0025134,           0.0025134,           0.0025134
                 154,              1.2118,             0.57534,              1.4203,             0.94773,             0.92949,              0.9744,             0.71585,                   0,                   0,                   0,           0.0024642,           0.0024642,           0.0024642
                 155,              1.2003,             0.57299,              1.4324,             0.94779,             0.93031,             0.97495,             0.71399,                   0,                   0,                   0,           0.0024149,           0.0024149,           0.0024149
                 156,              1.2053,             0.56917,              1.4101,             0.92901,             0.95414,             0.97567,              0.7135,                   0,                   0,                   0,           0.0023657,           0.0023657,           0.0023657
                 157,              1.1918,             0.56973,              1.4175,             0.93213,             0.94559,             0.97622,              0.7178,                   0,                   0,                   0,           0.0023164,           0.0023164,           0.0023164
                 158,              1.1993,             0.57667,              1.4192,             0.92408,             0.95504,             0.97622,             0.71426,                   0,                   0,                   0,           0.0022672,           0.0022672,           0.0022672
                 159,              1.1811,             0.56638,               1.416,             0.94819,             0.92993,             0.97609,             0.71548,                   0,                   0,                   0,           0.0022179,           0.0022179,           0.0022179
                 160,              1.1966,             0.56249,              1.4088,             0.93028,             0.95728,              0.9765,             0.72226,                   0,                   0,                   0,           0.0021687,           0.0021687,           0.0021687
                 161,              1.1963,              0.5636,              1.4038,             0.94361,             0.93295,              0.9777,             0.72539,                   0,                   0,                   0,           0.0021194,           0.0021194,           0.0021194
                 162,              1.1664,             0.55747,              1.3942,             0.93976,             0.94001,             0.97457,             0.71848,                   0,                   0,                   0,           0.0020701,           0.0020701,           0.0020701
                 163,               1.192,             0.56462,              1.3988,              0.9479,             0.93121,             0.97436,             0.72203,                   0,                   0,                   0,           0.0020209,           0.0020209,           0.0020209
                 164,              1.1848,              0.5624,              1.4137,             0.93927,              0.9458,             0.97778,              0.7252,                   0,                   0,                   0,           0.0019716,           0.0019716,           0.0019716
                 165,                1.16,             0.55184,              1.3859,             0.92066,             0.95504,             0.97744,             0.72483,                   0,                   0,                   0,           0.0019224,           0.0019224,           0.0019224
                 166,              1.1776,             0.55761,              1.3902,             0.93648,             0.94802,             0.97553,             0.72329,                   0,                   0,                   0,           0.0018731,           0.0018731,           0.0018731
                 167,              1.1585,             0.55093,              1.3756,             0.93932,             0.94661,              0.9767,             0.72999,                   0,                   0,                   0,           0.0018239,           0.0018239,           0.0018239
                 168,              1.1558,              0.5485,              1.3983,             0.95171,             0.92896,             0.97692,              0.7278,                   0,                   0,                   0,           0.0017746,           0.0017746,           0.0017746
                 169,              1.1573,             0.55075,              1.4086,              0.9325,             0.94739,             0.97378,              0.7282,                   0,                   0,                   0,           0.0017254,           0.0017254,           0.0017254
                 170,              1.1429,             0.54576,              1.3753,             0.93684,             0.94829,             0.97609,             0.73331,                   0,                   0,                   0,           0.0016761,           0.0016761,           0.0016761
                 171,              1.1537,             0.54861,              1.3709,             0.93557,             0.94672,             0.97629,             0.72762,                   0,                   0,                   0,           0.0016269,           0.0016269,           0.0016269
                 172,              1.1327,             0.54074,              1.3702,             0.95033,               0.933,             0.97659,             0.73322,                   0,                   0,                   0,           0.0015776,           0.0015776,           0.0015776
