                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
127,0.64932,0.31673,0.98668,0.95372,0.9359,0.97163,0.74044,1.0003,0.43508,1.4005,0.0038125,0.0038125,0.0038125
128,0.63257,0.31159,0.98264,0.94843,0.93165,0.97096,0.74076,0.9889,0.43604,1.398,0.003763,0.003763,0.003763
129,0.63554,0.31312,0.98484,0.95466,0.9348,0.97126,0.73838,0.98392,0.42846,1.4005,0.0037135,0.0037135,0.0037135
130,0.63413,0.3103,0.978,0.95681,0.92637,0.97145,0.74515,0.99046,0.4363,1.3974,0.003664,0.003664,0.003664
131,0.62382,0.3091,0.97576,0.95657,0.93086,0.97181,0.74316,0.98602,0.42463,1.4039,0.0036145,0.0036145,0.0036145
132,0.61764,0.30583,0.97891,0.95389,0.93029,0.97097,0.74427,0.98522,0.42806,1.4075,0.003565,0.003565,0.003565
133,0.62568,0.30344,0.97357,0.94571,0.93203,0.9696,0.74045,0.98822,0.43711,1.3968,0.0035155,0.0035155,0.0035155
134,0.61622,0.3048,0.97327,0.9478,0.93882,0.97123,0.74051,0.98642,0.43661,1.4078,0.003466,0.003466,0.003466
135,0.61085,0.30043,0.96784,0.94337,0.94376,0.97095,0.7427,0.98122,0.43844,1.4124,0.0034165,0.0034165,0.0034165
136,0.61573,0.30289,0.97008,0.94786,0.93705,0.97324,0.74648,0.98325,0.43262,1.4097,0.003367,0.003367,0.003367
137,0.60276,0.29832,0.96674,0.9515,0.933,0.97117,0.74516,0.98176,0.42848,1.4172,0.0033175,0.0033175,0.0033175
138,0.60304,0.29738,0.96394,0.94807,0.93579,0.97108,0.74222,0.97604,0.43165,1.4144,0.003268,0.003268,0.003268
139,0.60035,0.29342,0.9611,0.95235,0.93468,0.97209,0.75311,0.97368,0.43975,1.4121,0.0032185,0.0032185,0.0032185
140,0.58826,0.29146,0.96124,0.95155,0.93613,0.97269,0.75445,0.97327,0.43229,1.4098,0.003169,0.003169,0.003169
141,0.59057,0.29309,0.95664,0.95979,0.92131,0.97326,0.75105,0.96849,0.42694,1.4026,0.0031195,0.0031195,0.0031195
142,0.58577,0.29223,0.95751,0.95184,0.93031,0.97104,0.74709,0.96979,0.43082,1.409,0.00307,0.00307,0.00307
143,0.58346,0.29013,0.95466,0.94534,0.94099,0.97104,0.74994,0.96506,0.42173,1.4124,0.0030205,0.0030205,0.0030205
144,0.5806,0.28924,0.94895,0.9483,0.94024,0.97203,0.75283,0.96385,0.42263,1.4058,0.002971,0.002971,0.002971
145,0.57374,0.28779,0.94459,0.95524,0.93089,0.96864,0.74945,0.96124,0.42952,1.4024,0.0029215,0.0029215,0.0029215
146,0.57036,0.28578,0.94507,0.94015,0.93939,0.96663,0.74131,0.97184,0.43099,1.4109,0.002872,0.002872,0.002872
147,0.56932,0.28579,0.94725,0.95206,0.9376,0.96755,0.74777,0.96402,0.43107,1.4094,0.0028225,0.0028225,0.0028225
148,0.57001,0.28331,0.948,0.94922,0.93294,0.97182,0.75179,0.96256,0.43127,1.4084,0.002773,0.002773,0.002773
149,0.56116,0.2806,0.94608,0.94937,0.93592,0.97186,0.75187,0.95617,0.42884,1.4079,0.0027235,0.0027235,0.0027235
150,0.562,0.28077,0.9422,0.95163,0.93525,0.97091,0.75588,0.95784,0.43384,1.4145,0.002674,0.002674,0.002674
