               epoch,      train/box_loss,      train/cls_loss,      train/dfl_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/cls_loss,        val/dfl_loss,               x/lr0,               x/lr1,               x/lr2
91,1.5534,0.7622,1.6029,0.92113,0.91817,0.96755,0.64702,0,0,0,0.0055672,0.0055672,0.0055672
92,1.5416,0.75468,1.5878,0.93351,0.90276,0.96611,0.63765,0,0,0,0.0055179,0.0055179,0.0055179
93,1.5607,0.76725,1.6254,0.91452,0.91277,0.96416,0.64234,0,0,0,0.0054687,0.0054687,0.0054687
94,1.5495,0.75294,1.6133,0.91966,0.91502,0.96388,0.6451,0,0,0,0.0054194,0.0054194,0.0054194
95,1.5497,0.75273,1.6025,0.92007,0.91502,0.96516,0.64859,0,0,0,0.0053701,0.0053701,0.0053701
96,1.5403,0.7499,1.5898,0.92117,0.90737,0.96551,0.64655,0,0,0,0.0053209,0.0053209,0.0053209
97,1.543,0.74976,1.603,0.90596,0.92581,0.96397,0.64421,0,0,0,0.0052716,0.0052716,0.0052716
98,1.5268,0.73574,1.5838,0.93018,0.90451,0.9669,0.64787,0,0,0,0.0052224,0.0052224,0.0052224
99,1.5347,0.74775,1.6023,0.92915,0.91142,0.96733,0.64643,0,0,0,0.0051731,0.0051731,0.0051731
100,1.5302,0.7423,1.5994,0.91294,0.92416,0.9636,0.64274,0,0,0,0.0051239,0.0051239,0.0051239
101,1.4839,0.72195,1.5749,0.91992,0.91277,0.96608,0.65355,0,0,0,0.0050746,0.0050746,0.0050746
102,1.5192,0.73001,1.5828,0.91453,0.92941,0.96786,0.65125,0,0,0,0.0050254,0.0050254,0.0050254
103,1.5108,0.73426,1.5806,0.93614,0.90965,0.96908,0.66235,0,0,0,0.0049761,0.0049761,0.0049761
104,1.472,0.71775,1.5766,0.91754,0.92556,0.96437,0.66318,0,0,0,0.0049269,0.0049269,0.0049269
105,1.4923,0.72469,1.5776,0.93348,0.92118,0.96831,0.65374,0,0,0,0.0048776,0.0048776,0.0048776
106,1.4767,0.71589,1.5656,0.91549,0.92491,0.96419,0.65617,0,0,0,0.0048284,0.0048284,0.0048284
107,1.4829,0.71882,1.5594,0.9181,0.91727,0.96438,0.65998,0,0,0,0.0047791,0.0047791,0.0047791
108,1.4809,0.71543,1.5765,0.92958,0.9081,0.96208,0.65686,0,0,0,0.0047299,0.0047299,0.0047299
109,1.465,0.70936,1.5503,0.92694,0.91996,0.96529,0.65349,0,0,0,0.0046806,0.0046806,0.0046806
110,1.4721,0.71333,1.5646,0.93665,0.91737,0.97058,0.66349,0,0,0,0.0046313,0.0046313,0.0046313
111,1.4502,0.70232,1.5422,0.9284,0.92706,0.96783,0.66705,0,0,0,0.0045821,0.0045821,0.0045821
112,1.4551,0.70659,1.5467,0.92017,0.92778,0.97026,0.67131,0,0,0,0.0045328,0.0045328,0.0045328
