               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  84,            0.025924,            0.034162,                   0,              0.9421,             0.92914,              0.9691,             0.63433,            0.027637,            0.032156,                   0,           0.0059119,           0.0059119,           0.0059119
                  85,            0.026119,            0.033414,                   0,             0.93367,              0.9431,             0.96916,             0.64847,            0.026746,            0.031226,                   0,           0.0058627,           0.0058627,           0.0058627
                  86,            0.026231,            0.034273,                   0,             0.93983,             0.93401,             0.97143,             0.64919,            0.026774,            0.031089,                   0,           0.0058134,           0.0058134,           0.0058134
                  87,            0.026192,            0.034023,                   0,             0.93289,             0.92508,             0.96823,             0.64377,             0.02706,             0.03177,                   0,           0.0057642,           0.0057642,           0.0057642
                  88,            0.025333,            0.033707,                   0,             0.94903,             0.91996,             0.97008,             0.65232,            0.026799,            0.031728,                   0,           0.0057149,           0.0057149,           0.0057149
                  89,            0.025748,            0.033303,                   0,             0.93266,             0.93408,             0.96915,             0.64998,            0.026687,            0.031373,                   0,           0.0056657,           0.0056657,           0.0056657
                  90,             0.02554,            0.033673,                   0,             0.94315,             0.92498,             0.96776,             0.64101,            0.027338,            0.032085,                   0,           0.0056164,           0.0056164,           0.0056164
                  91,            0.025383,            0.032764,                   0,             0.94163,             0.93568,             0.96892,             0.65803,            0.026429,            0.031178,                   0,           0.0055672,           0.0055672,           0.0055672
                  92,             0.02499,            0.032047,                   0,             0.93778,             0.92852,             0.96907,             0.65609,            0.026413,            0.031216,                   0,           0.0055179,           0.0055179,           0.0055179
                  93,             0.02491,            0.033195,                   0,             0.93578,             0.93975,             0.97117,             0.64697,              0.0269,            0.031972,                   0,           0.0054687,           0.0054687,           0.0054687
                  94,            0.024878,            0.032667,                   0,             0.94199,             0.92536,             0.96931,             0.65021,            0.026956,            0.031519,                   0,           0.0054194,           0.0054194,           0.0054194
                  95,            0.024946,            0.033213,                   0,             0.93761,             0.93926,             0.96916,             0.65372,            0.026528,            0.031604,                   0,           0.0053701,           0.0053701,           0.0053701
                  96,            0.024947,            0.032476,                   0,             0.94354,             0.93182,             0.97039,             0.66019,            0.026134,            0.030809,                   0,           0.0053209,           0.0053209,           0.0053209
