                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
70,1.0274,0.47991,1.221,0.92981,0.91592,0.96692,0.6742,1.1605,0.49888,1.4451,0.006634,0.006634,0.006634
71,1.0135,0.47758,1.2121,0.93907,0.91472,0.97223,0.66687,1.1659,0.50039,1.4414,0.0065845,0.0065845,0.0065845
72,0.99033,0.46839,1.1929,0.92606,0.92761,0.96705,0.67427,1.1563,0.49563,1.4379,0.006535,0.006535,0.006535
73,0.98325,0.46263,1.1907,0.94107,0.91727,0.97095,0.67518,1.1555,0.4959,1.44,0.0064855,0.0064855,0.0064855
74,0.98612,0.45854,1.1966,0.93562,0.92135,0.97116,0.67454,1.1672,0.49357,1.4469,0.006436,0.006436,0.006436
75,0.97791,0.46241,1.1979,0.92641,0.92837,0.96865,0.67303,1.1533,0.49663,1.4361,0.0063865,0.0063865,0.0063865
76,0.97774,0.46033,1.1844,0.92819,0.92403,0.97513,0.67526,1.17,0.49136,1.4629,0.006337,0.006337,0.006337
77,0.96457,0.45546,1.1792,0.91777,0.92841,0.96775,0.67298,1.1673,0.50416,1.4591,0.0062875,0.0062875,0.0062875
78,0.95405,0.45201,1.1755,0.95444,0.90692,0.97255,0.68913,1.1344,0.48839,1.4199,0.006238,0.006238,0.006238
79,0.95604,0.44951,1.1691,0.92913,0.93143,0.97324,0.6905,1.1262,0.48162,1.4427,0.0061885,0.0061885,0.0061885
80,0.94901,0.44233,1.1805,0.927,0.93641,0.96927,0.6833,1.1168,0.48204,1.4089,0.006139,0.006139,0.006139
81,0.94497,0.44135,1.1634,0.94078,0.92151,0.97255,0.68068,1.1299,0.48234,1.4251,0.0060895,0.0060895,0.0060895
82,0.93118,0.44006,1.1631,0.93946,0.92106,0.971,0.68301,1.1305,0.48831,1.422,0.00604,0.00604,0.00604
83,0.94572,0.44113,1.1749,0.93709,0.93102,0.97452,0.69018,1.1362,0.4838,1.4304,0.0059905,0.0059905,0.0059905
84,0.92202,0.43181,1.1507,0.93594,0.9321,0.97336,0.68351,1.1277,0.48016,1.4353,0.005941,0.005941,0.005941
85,0.92026,0.43135,1.1443,0.91638,0.94122,0.97211,0.69098,1.1177,0.47282,1.4195,0.0058915,0.0058915,0.0058915
86,0.90592,0.42644,1.1363,0.93191,0.92315,0.97168,0.68814,1.1177,0.47505,1.4253,0.005842,0.005842,0.005842
87,0.90249,0.42408,1.1366,0.93077,0.93102,0.96854,0.69082,1.1195,0.47865,1.4272,0.0057925,0.0057925,0.0057925
88,0.90925,0.42704,1.1351,0.93783,0.92761,0.97347,0.69304,1.1128,0.47651,1.4318,0.005743,0.005743,0.005743
89,0.90337,0.42706,1.138,0.93913,0.92269,0.97226,0.68767,1.1252,0.47715,1.4396,0.0056935,0.0056935,0.0056935
90,0.88213,0.41476,1.1258,0.93154,0.94222,0.97337,0.69638,1.1088,0.47197,1.4317,0.005644,0.005644,0.005644
91,0.88294,0.41757,1.1334,0.94716,0.91889,0.97352,0.69998,1.1085,0.46928,1.4256,0.0055945,0.0055945,0.0055945
92,0.88388,0.41619,1.125,0.94181,0.9321,0.97388,0.70354,1.096,0.4744,1.419,0.005545,0.005545,0.005545
93,0.8767,0.41424,1.1196,0.94016,0.92544,0.97131,0.69355,1.1027,0.46857,1.4217,0.0054955,0.0054955,0.0054955
94,0.87183,0.40917,1.1184,0.92368,0.94148,0.96995,0.69902,1.1013,0.46673,1.4172,0.005446,0.005446,0.005446
95,0.87861,0.41265,1.1288,0.94117,0.93076,0.97382,0.70589,1.0874,0.45264,1.4102,0.0053965,0.0053965,0.0053965
96,0.87453,0.41105,1.1212,0.93093,0.93928,0.97346,0.70665,1.0902,0.45992,1.4056,0.005347,0.005347,0.005347
