               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  97,            0.023775,            0.031376,                   0,             0.94307,             0.91618,             0.96492,             0.64637,            0.026947,            0.031908,                   0,           0.0052716,           0.0052716,           0.0052716
                  98,            0.023346,            0.030791,                   0,             0.95275,             0.91566,             0.96612,             0.64667,            0.026912,            0.032561,                   0,           0.0052224,           0.0052224,           0.0052224
                  99,            0.023578,            0.030886,                   0,             0.94506,             0.93586,             0.97163,             0.65812,            0.026239,            0.031675,                   0,           0.0051731,           0.0051731,           0.0051731
                 100,            0.023571,            0.031502,                   0,             0.94122,             0.92626,             0.96779,             0.65923,            0.026317,            0.032468,                   0,           0.0051239,           0.0051239,           0.0051239
                 101,            0.023102,            0.030992,                   0,              0.9341,             0.93691,             0.97159,             0.66085,            0.026174,            0.031672,                   0,           0.0050746,           0.0050746,           0.0050746
                 102,            0.022485,            0.029558,                   0,             0.94688,             0.92356,              0.9708,             0.66232,            0.026103,            0.032223,                   0,           0.0050254,           0.0050254,           0.0050254
                 103,             0.02296,            0.030494,                   0,             0.94989,             0.92058,             0.96798,             0.65644,             0.02647,            0.032597,                   0,           0.0049761,           0.0049761,           0.0049761
                 104,            0.022599,            0.030339,                   0,             0.93986,             0.92221,             0.96702,             0.65841,            0.026217,            0.031892,                   0,           0.0049269,           0.0049269,           0.0049269
                 105,            0.022884,            0.029966,                   0,             0.92888,             0.94335,             0.97226,             0.65995,            0.026124,            0.031504,                   0,           0.0048776,           0.0048776,           0.0048776
                 106,            0.022609,             0.03003,                   0,              0.9554,              0.9247,             0.96906,               0.659,            0.026186,            0.032053,                   0,           0.0048284,           0.0048284,           0.0048284
                 107,            0.022131,            0.029342,                   0,              0.9372,             0.93946,             0.96971,             0.66066,            0.026243,             0.03233,                   0,           0.0047791,           0.0047791,           0.0047791
                 108,            0.022462,            0.029606,                   0,             0.94613,             0.92397,             0.97078,             0.65801,            0.026315,            0.032556,                   0,           0.0047299,           0.0047299,           0.0047299
                 109,            0.022586,            0.030197,                   0,             0.94396,              0.9316,             0.96802,             0.66151,             0.02606,            0.031733,                   0,           0.0046806,           0.0046806,           0.0046806
                 110,            0.022007,            0.029487,                   0,             0.94577,             0.92535,             0.96504,             0.66613,            0.026003,             0.03194,                   0,           0.0046313,           0.0046313,           0.0046313
                 111,            0.022382,            0.029175,                   0,             0.94987,             0.92671,             0.97008,             0.66134,            0.026186,            0.031989,                   0,           0.0045821,           0.0045821,           0.0045821
                 112,            0.021985,            0.030247,                   0,             0.93579,             0.93885,             0.97125,             0.66022,             0.02596,            0.032097,                   0,           0.0045328,           0.0045328,           0.0045328
                 113,            0.021819,             0.02922,                   0,             0.95116,             0.92536,             0.97041,             0.66871,             0.02578,            0.031631,                   0,           0.0044836,           0.0044836,           0.0044836
                 114,            0.021869,             0.02881,                   0,               0.949,             0.92716,             0.96671,             0.66501,            0.025986,            0.032133,                   0,           0.0044343,           0.0044343,           0.0044343
                 115,            0.021961,            0.029372,                   0,             0.93409,              0.9393,             0.96743,             0.65761,            0.026497,            0.032515,                   0,           0.0043851,           0.0043851,           0.0043851
                 116,            0.021434,            0.028816,                   0,             0.93719,             0.93926,             0.96877,             0.66577,            0.026036,            0.032435,                   0,           0.0043358,           0.0043358,           0.0043358
                 117,            0.021285,            0.028787,                   0,             0.94507,             0.93705,             0.97008,             0.66724,            0.026027,            0.032401,                   0,           0.0042866,           0.0042866,           0.0042866
                 118,            0.020861,             0.02827,                   0,             0.94007,             0.93814,             0.97155,             0.67418,            0.025641,            0.031882,                   0,           0.0042373,           0.0042373,           0.0042373
                 119,             0.02088,            0.028311,                   0,             0.94918,             0.93031,              0.9675,             0.67367,            0.025449,            0.031709,                   0,           0.0041881,           0.0041881,           0.0041881
