                  epoch,           train/box_om,           train/cls_om,           train/dfl_om,           train/box_oo,           train/cls_oo,           train/dfl_oo,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),             val/box_om,             val/cls_om,             val/dfl_om,             val/box_oo,             val/cls_oo,             val/dfl_oo,                 lr/pg0,                 lr/pg1,                 lr/pg2
85,1.3213,0.68049,1.2826,1.3848,0.67331,1.3108,0.88144,0.86583,0.93362,0.58225,1.2807,0.62669,1.3033,1.3142,0.57069,1.3309,0.0011824,0.0011824,0.0011824
86,1.3155,0.66715,1.2803,1.3785,0.6598,1.3056,0.86778,0.8741,0.93793,0.58419,1.2881,0.62944,1.3033,1.3228,0.56894,1.3277,0.0011725,0.0011725,0.0011725
87,1.3293,0.67776,1.2877,1.3967,0.67413,1.3132,0.87739,0.86061,0.93813,0.5813,1.286,0.62944,1.3045,1.3168,0.575,1.3303,0.0011627,0.0011627,0.0011627
88,1.3254,0.67755,1.2801,1.3894,0.68692,1.3013,0.88956,0.86286,0.94039,0.57697,1.2864,0.63323,1.3016,1.3227,0.5784,1.3277,0.0011528,0.0011528,0.0011528
89,1.3201,0.66924,1.277,1.3779,0.67318,1.303,0.88004,0.88399,0.94441,0.58463,1.2828,0.63076,1.3041,1.3237,0.55869,1.3392,0.001143,0.001143,0.001143
90,1.3297,0.67787,1.2811,1.3917,0.67806,1.3143,0.88979,0.85746,0.93866,0.58034,1.291,0.63219,1.3066,1.3251,0.57782,1.3449,0.0011331,0.0011331,0.0011331
91,1.3084,0.67058,1.2768,1.3689,0.67329,1.3058,0.89115,0.86196,0.9412,0.58564,1.28,0.62142,1.3026,1.3183,0.57018,1.3321,0.0011233,0.0011233,0.0011233
92,1.3123,0.65938,1.2626,1.3737,0.66265,1.289,0.86629,0.88855,0.9393,0.57899,1.2965,0.63324,1.3029,1.3371,0.56069,1.3371,0.0011134,0.0011134,0.0011134
93,1.3172,0.66669,1.2788,1.3795,0.67243,1.3051,0.89598,0.86331,0.93801,0.58947,1.2631,0.62079,1.2987,1.2893,0.56466,1.3199,0.0011036,0.0011036,0.0011036
94,1.2876,0.65172,1.2619,1.3484,0.64485,1.2931,0.88437,0.8777,0.94242,0.58381,1.2942,0.62586,1.3026,1.3343,0.5584,1.3477,0.0010937,0.0010937,0.0010937
95,1.3038,0.6632,1.2709,1.3676,0.65774,1.3057,0.90837,0.86061,0.94637,0.58631,1.278,0.61036,1.2937,1.3148,0.55223,1.3365,0.0010839,0.0010839,0.0010839
96,1.2915,0.64999,1.2599,1.3556,0.64939,1.2878,0.8788,0.88804,0.94685,0.59054,1.2654,0.61455,1.2971,1.2951,0.55952,1.3235,0.001074,0.001074,0.001074
97,1.2788,0.65476,1.259,1.3443,0.65962,1.2871,0.87956,0.88489,0.94379,0.59467,1.2611,0.608,1.2894,1.2908,0.55159,1.3222,0.0010642,0.0010642,0.0010642
98,1.2952,0.65112,1.2604,1.3561,0.65411,1.2851,0.88401,0.88354,0.94324,0.58968,1.2651,0.6024,1.2867,1.3054,0.55145,1.3151,0.0010543,0.0010543,0.0010543
99,1.2841,0.64312,1.2517,1.345,0.63924,1.2784,0.89477,0.88669,0.94821,0.60101,1.2462,0.60596,1.2758,1.2883,0.54488,1.3103,0.0010445,0.0010445,0.0010445
100,1.2699,0.64625,1.2536,1.3313,0.63744,1.2868,0.88865,0.88085,0.94648,0.59883,1.2508,0.59969,1.2757,1.2895,0.5411,1.3141,0.0010346,0.0010346,0.0010346
101,1.2545,0.6375,1.242,1.3242,0.63049,1.2739,0.89944,0.86469,0.94486,0.59317,1.2637,0.60881,1.2922,1.2935,0.56507,1.319,0.0010248,0.0010248,0.0010248
102,1.2744,0.64225,1.2493,1.3385,0.63161,1.2762,0.87401,0.89074,0.94389,0.60241,1.2431,0.60187,1.2719,1.2752,0.54265,1.3051,0.0010149,0.0010149,0.0010149
103,1.2558,0.63444,1.2405,1.3203,0.63059,1.2707,0.88668,0.8796,0.94327,0.59596,1.2568,0.60128,1.2814,1.2938,0.54856,1.3083,0.0010051,0.0010051,0.0010051
104,1.2635,0.63453,1.2362,1.3279,0.6191,1.2667,0.89539,0.87365,0.94533,0.60017,1.2457,0.59165,1.2753,1.281,0.54861,1.3066,0.00099522,0.00099522,0.00099522
105,1.2479,0.62649,1.2313,1.3104,0.61807,1.262,0.8931,0.88354,0.94503,0.59749,1.2519,0.59589,1.2737,1.2858,0.54298,1.3016,0.00098537,0.00098537,0.00098537
106,1.2582,0.62637,1.2385,1.3221,0.6149,1.2671,0.89769,0.85609,0.94462,0.60231,1.241,0.5904,1.2684,1.275,0.5418,1.3026,0.00097552,0.00097552,0.00097552
107,1.2439,0.62909,1.223,1.3112,0.62545,1.2587,0.88433,0.87662,0.94343,0.59773,1.2477,0.60194,1.268,1.2829,0.55738,1.3174,0.00096567,0.00096567,0.00096567
108,1.2655,0.63388,1.2329,1.3288,0.62353,1.2701,0.89023,0.88174,0.94723,0.59959,1.2495,0.58708,1.266,1.2853,0.53173,1.3079,0.00095582,0.00095582,0.00095582
109,1.2496,0.63239,1.2344,1.3155,0.62688,1.2675,0.88147,0.87946,0.94459,0.60483,1.2329,0.59999,1.2629,1.269,0.55274,1.3006,0.00094597,0.00094597,0.00094597
110,1.2512,0.62438,1.2242,1.3137,0.61381,1.2525,0.91124,0.8732,0.95096,0.60333,1.238,0.58792,1.2663,1.2722,0.52865,1.3008,0.00093612,0.00093612,0.00093612
111,1.242,0.625,1.2183,1.309,0.61551,1.2514,0.87787,0.88894,0.94539,0.59928,1.2493,0.59144,1.2697,1.2855,0.53421,1.3118,0.00092627,0.00092627,0.00092627
112,1.2394,0.61902,1.2146,1.3009,0.6112,1.2504,0.88405,0.88105,0.94607,0.60851,1.2247,0.5771,1.2508,1.2519,0.53256,1.289,0.00091642,0.00091642,0.00091642
113,1.2426,0.62369,1.2244,1.3104,0.61634,1.2538,0.8656,0.90062,0.94848,0.6095,1.2231,0.58367,1.261,1.2574,0.52206,1.2915,0.00090657,0.00090657,0.00090657
114,1.2418,0.61518,1.2185,1.307,0.59811,1.2429,0.86636,0.89613,0.94423,0.60312,1.2345,0.58683,1.2582,1.2773,0.52892,1.2857,0.00089672,0.00089672,0.00089672
115,1.2234,0.61157,1.214,1.2857,0.60201,1.2432,0.91139,0.86487,0.94593,0.60662,1.2291,0.57956,1.2599,1.2698,0.5263,1.2948,0.00088687,0.00088687,0.00088687
116,1.2313,0.61544,1.2189,1.2921,0.6086,1.2463,0.88932,0.88444,0.94677,0.60143,1.2458,0.58059,1.2698,1.2848,0.51925,1.3036,0.00087701,0.00087701,0.00087701
117,1.2179,0.61059,1.2129,1.2762,0.59807,1.243,0.90538,0.85617,0.94361,0.60779,1.2285,0.57518,1.2563,1.2633,0.52664,1.2913,0.00086716,0.00086716,0.00086716
118,1.2386,0.62124,1.2199,1.302,0.61272,1.2491,0.88453,0.89555,0.95091,0.611,1.224,0.57344,1.2595,1.2608,0.51625,1.294,0.00085731,0.00085731,0.00085731
119,1.2073,0.60199,1.206,1.2707,0.58493,1.2389,0.88535,0.89234,0.94792,0.61134,1.2258,0.57115,1.2552,1.2679,0.50722,1.2915,0.00084746,0.00084746,0.00084746
120,1.2112,0.60243,1.1997,1.2757,0.58679,1.227,0.88394,0.89038,0.9464,0.60885,1.2219,0.572,1.2551,1.2644,0.51895,1.2855,0.00083761,0.00083761,0.00083761
121,1.2056,0.60694,1.2081,1.2695,0.59496,1.2375,0.90058,0.88669,0.95029,0.61006,1.224,0.56908,1.2549,1.2612,0.51187,1.2932,0.00082776,0.00082776,0.00082776
122,1.2152,0.61128,1.202,1.2848,0.59836,1.2396,0.88424,0.89164,0.94873,0.61838,1.2139,0.56789,1.2426,1.243,0.51337,1.2819,0.00081791,0.00081791,0.00081791
123,1.206,0.5973,1.2001,1.2666,0.57739,1.2301,0.90182,0.88384,0.9497,0.61305,1.2199,0.5716,1.2507,1.2504,0.51579,1.2859,0.00080806,0.00080806,0.00080806
124,1.1987,0.59359,1.1943,1.2641,0.57477,1.2214,0.88144,0.87585,0.94398,0.61025,1.2168,0.57019,1.2468,1.2536,0.51789,1.2751,0.00079821,0.00079821,0.00079821
125,1.2121,0.59592,1.2001,1.2796,0.57629,1.2253,0.89354,0.8804,0.94793,0.61551,1.2107,0.56422,1.2401,1.2428,0.50884,1.2668,0.00078836,0.00078836,0.00078836
126,1.2025,0.5963,1.1925,1.2751,0.5839,1.218,0.88725,0.88939,0.94905,0.61749,1.2093,0.56199,1.2425,1.2461,0.50656,1.2645,0.00077851,0.00077851,0.00077851
127,1.1966,0.59515,1.2029,1.2589,0.58325,1.225,0.88695,0.88896,0.94666,0.61779,1.2085,0.56166,1.2441,1.2313,0.51652,1.2619,0.00076866,0.00076866,0.00076866
128,1.1898,0.59295,1.181,1.2583,0.57624,1.2083,0.88853,0.88984,0.94576,0.61537,1.2053,0.56141,1.2397,1.2405,0.50858,1.2713,0.00075881,0.00075881,0.00075881
129,1.1904,0.58404,1.1887,1.2556,0.56607,1.2161,0.87469,0.89766,0.94943,0.617,1.2083,0.55716,1.2384,1.2445,0.50065,1.2706,0.00074896,0.00074896,0.00074896
130,1.1817,0.58625,1.1837,1.248,0.56727,1.2119,0.90491,0.88571,0.95316,0.62188,1.1965,0.55365,1.2314,1.2299,0.49383,1.2636,0.0007391,0.0007391,0.0007391
